"old_url","final_route","local_file","type","content_status","image_status","seo_status","duplicate_status","redirect_status","validation_status","notes"
"https://esteemenergy.com.au/10-kw-solar-system/","/10-kw-solar-system/","10-kw-solar-system\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","10kW Solar System Installation for High Power Needs"
"https://esteemenergy.com.au/5-kw-solar-system/","/5-kw-solar-system/","5-kw-solar-system\index.html","page","present","present","present","none","none","needs HTTP crawl","5kw solar system"
"https://esteemenergy.com.au/6-kw-solar-system/","/6-kw-solar-system/","6-kw-solar-system\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","6kw solar system"
"https://esteemenergy.com.au/solar-panels-for-home/","/solar-panels-for-home/","solar-panels-for-home\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar panels for home"
"https://esteemenergy.com.au/8-kw-solar-system/","/8-kw-solar-system/","8-kw-solar-system\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","8kw solar system"
"https://esteemenergy.com.au/3-kw-solar-system/","/3-kw-solar-system/","3-kw-solar-system\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","3kw solar system"
"https://esteemenergy.com.au/2-kw-solar-system/","/2-kw-solar-system/","2-kw-solar-system\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","2kw solar system"
"https://esteemenergy.com.au/home-2/","/home-2/","home-2\index.html","page","present","needs audit","present","none","none","needs HTTP crawl","Home"
"https://esteemenergy.com.au/11011-2/","/11011-2/","11011-2\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Christmas Offer"
"https://esteemenergy.com.au/author/","/author/","author\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Author"
"https://esteemenergy.com.au/blogs/do-solar-panels-work-on-cloudy-days/","/blogs/do-solar-panels-work-on-cloudy-days/","blogs\do-solar-panels-work-on-cloudy-days\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Do Solar Panels Work on Cloudy Days? Understanding Solar Power Efficiency in Overcast Weather"
"https://esteemenergy.com.au/blogs/seraphim-solar-panels-review/","/blogs/seraphim-solar-panels-review/","blogs\seraphim-solar-panels-review\index.html","page","present","present","present","none","none","needs HTTP crawl","Seraphim Solar Panels Review: Performance, Cost, Warranty, and What You Need to Know"
"https://esteemenergy.com.au/my-esteem/","/my-esteem/","my-esteem\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","My Esteem"
"https://esteemenergy.com.au/blogs/solar-panels-perth/","/blogs/solar-panels-perth/","blogs\solar-panels-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Power Your Future with Solar Panels Perth â€“ Trusted Solutions by Esteem Energy"
"https://esteemenergy.com.au/solar-panels-sydney/","/solar-panels-sydney/","solar-panels-sydney\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Harness the Power of the Sun with Solar Panels Sydney â€“ Esteem Energy"
"https://esteemenergy.com.au/solar-panels-perth/","/solar-panels-perth/","solar-panels-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Power Your Future with Solar Panels Perth â€“ Trusted Solutions by Esteem Energy"
"https://esteemenergy.com.au/solar-panels-melbourne/","/solar-panels-melbourne/","solar-panels-melbourne\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Harness the Power of the Sun with Esteem Energyâ€™s Solar Panels in Melbourne"
"https://esteemenergy.com.au/solar-panels-brisbane/","/solar-panels-brisbane/","solar-panels-brisbane\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panels Brisbane | Esteem Energy"
"https://esteemenergy.com.au/solar-panels-gold-coast/","/solar-panels-gold-coast/","solar-panels-gold-coast\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Power Your Future with Solar Panels Gold Coast | Esteem Energy"
"https://esteemenergy.com.au/solar-panels-wa/","/solar-panels-wa/","solar-panels-wa\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Power Your Future with the Best Solar Panels WA | Esteem Energy"
"https://esteemenergy.com.au/6-6kw-solar-system-perth/","/6-6kw-solar-system-perth/","6-6kw-solar-system-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","6.6kW Solar System in Perth | Esteem Energy"
"https://esteemenergy.com.au/solar-panels-installation-sydney/","/solar-panels-installation-sydney/","solar-panels-installation-sydney\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panel Installation in Sydney â€“ Esteem Energy"
"https://esteemenergy.com.au/solar-panels-installation-in-australia/","/solar-panels-installation-in-australia/","solar-panels-installation-in-australia\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panels Installation in Australia â€“ Trusted Solar Solutions with Esteem Energy"
"https://esteemenergy.com.au/solar-panels-installation-in-perth/","/solar-panels-installation-in-perth/","solar-panels-installation-in-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panel Installation in Perth â€“ Power Your Future with Esteem Energy"
"https://esteemenergy.com.au/about-us-3/","/about-us-3/","about/index.html","page","present","present","present","none","none","needs HTTP crawl","About us | mapped local route: /about/"
"https://esteemenergy.com.au/solar-panels-townsville-high-efficiency-cost-saving/","/solar-panels-townsville-high-efficiency-cost-saving/","solar-panels-townsville-high-efficiency-cost-saving\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panels Townsville | High-Efficiency & Cost-Saving"
"https://esteemenergy.com.au/solar-panels-townsville/","/solar-panels-townsville/","solar-panels-townsville\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panels Townsville â€“ High-Quality Solar Solutions by Esteem Energy"
"https://esteemenergy.com.au/solar-battery-brisbane/","/solar-battery-brisbane/","solar-battery-brisbane\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Battery Brisbane â€“ Reliable Energy Storage for Your Home and Business"
"https://esteemenergy.com.au/6-6kw-solar-system-brisbane/","/6-6kw-solar-system-brisbane/","6-6kw-solar-system-brisbane\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","6.6kW Solar System Brisbane â€“ The Smart Choice for Your Home"
"https://esteemenergy.com.au/5kw-solar-system-brisbane/","/5kw-solar-system-brisbane/","5kw-solar-system-brisbane\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","5kW Solar System Brisbane â€“ The Smart Choice for Sustainable Energy"
"https://esteemenergy.com.au/20kw-solar-system/","/20kw-solar-system/","20kw-solar-system\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","20kW Solar System for Businesses and Industries | Esteem Energy"
"https://esteemenergy.com.au/5kw-solar-system-installation/","/5kw-solar-system-installation/","5kw-solar-system-installation\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","5kW Solar System Installation â€“ Affordable and Efficient Energy Solution | Esteem Energy"
"https://esteemenergy.com.au/6-6kw-solar-system-gold-coast/","/6-6kw-solar-system-gold-coast/","6-6kw-solar-system-gold-coast\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","6.6kW Solar System Gold Coast â€“ Reliable, Affordable, and Efficient Solar Solutions"
"https://esteemenergy.com.au/13-2kw-solar-system/","/13-2kw-solar-system/","13-2kw-solar-system\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","13.2 kW Solar System for Homes & Businesses | Maximise Energy Offset with Esteem Energy"
"https://esteemenergy.com.au/no-need/","/no-need/","no-need\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Power Your Home with a Reliable 5kW Solar System in Perth | Esteem Energy"
"https://esteemenergy.com.au/residential-solar-panels-perth/","/residential-solar-panels-perth/","residential-solar-panels-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Residential Solar Panels Perth â€“ Smart Solar Solutions by Esteem Energy"
"https://esteemenergy.com.au/6-6kw-solar-system-melbourne/","/6-6kw-solar-system-melbourne/","6-6kw-solar-system-melbourne\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","6.6kw solar system Melbourne"
"https://esteemenergy.com.au/10kw-solar-system-sunshine-coast/","/10kw-solar-system-sunshine-coast/","10kw-solar-system-sunshine-coast\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","10kw solar system Sunshine Coast"
"https://esteemenergy.com.au/6kw-solar-system-brisbane/","/6kw-solar-system-brisbane/","6kw-solar-system-brisbane\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","6kw solar system Brisbane"
"https://esteemenergy.com.au/6-6kw-solar-system-sydney/","/6-6kw-solar-system-sydney/","6-6kw-solar-system-sydney\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","6.6kw solar system Sydney"
"https://esteemenergy.com.au/5kw-solar-system-melbourne/","/5kw-solar-system-melbourne/","5kw-solar-system-melbourne\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","5kw solar system Melbourne"
"https://esteemenergy.com.au/solar-panel-cleaning-perth/","/solar-panel-cleaning-perth/","solar-panel-cleaning-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar panel cleaning Perth"
"https://esteemenergy.com.au/10kw-solar-system-perth/","/10kw-solar-system-perth/","10kw-solar-system-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","10kW solar system Perth"
"https://esteemenergy.com.au/solar-panel-maintenance-perth/","/solar-panel-maintenance-perth/","solar-panel-maintenance-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar panel maintenance Perth"
"https://esteemenergy.com.au/10kw-solar-system-adelaide/","/10kw-solar-system-adelaide/","10kw-solar-system-adelaide\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","10kW solar system Adelaide"
"https://esteemenergy.com.au/5kw-solar-system-adelaide/","/5kw-solar-system-adelaide/","5kw-solar-system-adelaide\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","5kW solar system Adelaide"
"https://esteemenergy.com.au/5kw-solar-system-perth/","/5kw-solar-system-perth/","5kw-solar-system-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","5kW solar system Perth"
"https://esteemenergy.com.au/commercial-solar-panels-perth/","/commercial-solar-panels-perth/","commercial-solar-panels-perth\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Commercial solar panels Perth"
"https://esteemenergy.com.au/demo/","/demo/","demo\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","demo"
"https://esteemenergy.com.au/solar-panels-adelaide/","/solar-panels-adelaide/","solar-panels-adelaide\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panels Adelaide"
"https://esteemenergy.com.au/6-6kw-solar-system-adelaide/","/6-6kw-solar-system-adelaide/","6-6kw-solar-system-adelaide\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","6.6kw Solar System Adelaide"
"https://esteemenergy.com.au/solar-panels-nsw/","/solar-panels-nsw/","solar-panels-nsw\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","solar panels nsw"
"https://esteemenergy.com.au/solar-installation-nsw/","/solar-installation-nsw/","solar-installation-nsw\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","solar installation nsw"
"https://esteemenergy.com.au/buy-solar-panels-online/","/buy-solar-panels-online/","buy-solar-panels-online\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Buy Solar Panels Online | Esteem Energy"
"https://esteemenergy.com.au/solar-panel-price-sydney/","/solar-panel-price-sydney/","solar-panel-price-sydney\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panel Price Sydney â€“ Affordable, Reliable & Sustainable Solutions with Esteem Energy"
"https://esteemenergy.com.au/solar-system-sydney/","/solar-system-sydney/","solar-system-sydney\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar System Sydney"
"https://esteemenergy.com.au/solar-system-adelaide/","/solar-system-adelaide/","solar-system-adelaide\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar System Adelaide"
"https://esteemenergy.com.au/rebate-on-solar-panels/","/rebate-on-solar-panels/","rebate-on-solar-panels\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Rebate on Solar Panels"
"https://esteemenergy.com.au/solar-panels-cost-adelaide/","/solar-panels-cost-adelaide/","solar-panels-cost-adelaide\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panels Cost Adelaide"
"https://esteemenergy.com.au/solar-panel-rebate/","/solar-panel-rebate/","solar-panel-rebate\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Panel Rebate"
"https://esteemenergy.com.au/solar-installation-rebates/","/solar-installation-rebates/","solar-installation-rebates\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Installation Rebates"
"https://esteemenergy.com.au/solar-system-with-battery/","/solar-system-with-battery/","solar-system-with-battery\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar System with Battery"
"https://esteemenergy.com.au/6-6kw-solar-system-with-battery-price/","/6-6kw-solar-system-with-battery-price/","6-6kw-solar-system-with-battery-price\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","6.6kw Solar System with Battery Price"
"https://esteemenergy.com.au/blogs-page/","/blogs-page/","blogs-page\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Blogs Page"
"https://esteemenergy.com.au/solar-battery-rebate-wa/","/solar-battery-rebate-wa/","solar-battery-rebate-wa\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar Battery Rebate WA"
"https://esteemenergy.com.au/solar-system-with-battery-price/","/solar-system-with-battery-price/","solar-system-with-battery-price\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Solar System with Battery Price"
"https://esteemenergy.com.au/15kw-solar-system-price/","/15kw-solar-system-price/","15kw-solar-system-price\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","15kw Solar System Price"
"https://esteemenergy.com.au/10kw-solar-system-cost/","/10kw-solar-system-cost/","10kw-solar-system-cost\index.html","page","present","present","present","none","none","needs HTTP crawl","10kw Solar System Cost"
"https://esteemenergy.com.au/13kw-solar-system-price/","/13kw-solar-system-price/","13kw-solar-system-price\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","13kw Solar System Price"
"https://esteemenergy.com.au/esteem-year-end-offer/","/esteem-year-end-offer/","esteem-year-end-offer\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Esteem Year End Offer"
"https://esteemenergy.com.au/fox-ess-battery-landing/","/fox-ess-battery-landing/","fox-ess-battery-landing\index.html","page","present","runtime/unknown","present","none","none","needs HTTP crawl","Fox ess Battery landing"
"https://esteemenergy.com.au/what-is-a-6-6-kw-solar-system/","/what-is-a-6-6-kw-solar-system/","what-is-a-6-6-kw-solar-system\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","What is A 6.6 kW Solar System?"
"https://esteemenergy.com.au/best-solar-companies-in-australia/","/best-solar-companies-in-australia/","best-solar-companies-in-australia\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Top 10 Solar Companies in Australia for 2025"
"https://esteemenergy.com.au/best-solar-companies-nsw-australia/","/best-solar-companies-nsw-australia/","best-solar-companies-nsw-australia\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Best Solar Companies NSW, Australia"
"https://esteemenergy.com.au/best-solar-company-wa/","/best-solar-company-wa/","best-solar-company-wa\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Best Solar Company in WA"
"https://esteemenergy.com.au/best-solar-panels-australia/","/best-solar-panels-australia/","best-solar-panels-australia\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Best Solar Panels Australia"
"https://esteemenergy.com.au/best-solar-system-for-residential-projects-nsw/","/best-solar-system-for-residential-projects-nsw/","best-solar-system-for-residential-projects-nsw\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Best Solar System For Residential Projects in NSW"
"https://esteemenergy.com.au/most-efficient-solar-systems-install-in-home/","/most-efficient-solar-systems-install-in-home/","most-efficient-solar-systems-install-in-home\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Most Efficient Solar Systems to Install in The Home"
"https://esteemenergy.com.au/solar-installation-process/","/solar-installation-process/","solar-installation-process\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Solar Installation Process - NSW"
"https://esteemenergy.com.au/solar-panel-cleaning/","/solar-panel-cleaning/","solar-panel-cleaning\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Solar Panel Cleaning - Forward Step For a Better Future!"
"https://esteemenergy.com.au/solar-panels-for-your-home/","/solar-panels-for-your-home/","solar-panels-for-your-home\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Which Solar Panels Are Right for Your Home?"
"https://esteemenergy.com.au/switching-to-solar-panels-in-australia/","/switching-to-solar-panels-in-australia/","switching-to-solar-panels-in-australia\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Switching to Solar Panels in Australia will help to lower your bills"
"https://esteemenergy.com.au/reasons-for-getting-solar-panels/","/reasons-for-getting-solar-panels/","reasons-for-getting-solar-panels\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Reasons for getting Solar Panels"
"https://esteemenergy.com.au/guide-for-choosing-the-right-solar-panel-system/","/guide-for-choosing-the-right-solar-panel-system/","guide-for-choosing-the-right-solar-panel-system\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Expanded guide for choosing the right Solar panel system with Esteem Energy"
"https://esteemenergy.com.au/process-to-get-best-excellent-solar-quotes/","/process-to-get-best-excellent-solar-quotes/","process-to-get-best-excellent-solar-quotes\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Process to get the best excellent solar quotes"
"https://esteemenergy.com.au/importance-solar-panel-installation/","/importance-solar-panel-installation/","importance-solar-panel-installation\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Importance of Solar Panel Installation"
"https://esteemenergy.com.au/solar-panel-system/","/solar-panel-system/","solar-panel-system\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Solar Panel System"
"https://esteemenergy.com.au/why-choose-fronius-inverter/","/why-choose-fronius-inverter/","why-choose-fronius-inverter\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Why Should We Choose a Fronius Inverter?"
"https://esteemenergy.com.au/steps-solar-installation/","/steps-solar-installation/","steps-solar-installation\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Steps of Solar Installation"
"https://esteemenergy.com.au/power-produced-by-solar-panels/","/power-produced-by-solar-panels/","power-produced-by-solar-panels\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Power Produced by Solar Panels"
"https://esteemenergy.com.au/right-path-choose-solar-sydney/","/right-path-choose-solar-sydney/","right-path-choose-solar-sydney\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","A Right Path To Choose The Solar in Sydney"
"https://esteemenergy.com.au/purchasing-power-through-co-operatives/","/purchasing-power-through-co-operatives/","purchasing-power-through-co-operatives\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Purchasing Power Through Co-Operatives"
"https://esteemenergy.com.au/financing-rooftop-solar-energy-system/","/financing-rooftop-solar-energy-system/","financing-rooftop-solar-energy-system\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Financing Rooftop Solar Energy System"
"https://esteemenergy.com.au/10-kw-solar-panel-system/","/10-kw-solar-panel-system/","10-kw-solar-panel-system\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","All About 10 Kw Solar Panel System: Cost, Roi and Output"
"https://esteemenergy.com.au/refinancing-house-with-solar-panels/","/refinancing-house-with-solar-panels/","refinancing-house-with-solar-panels\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Refinancing House With Solar Panels"
"https://esteemenergy.com.au/solar-panel-temperature-coefficient/","/solar-panel-temperature-coefficient/","solar-panel-temperature-coefficient\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Solar Panel Temperature Coefficient"
"https://esteemenergy.com.au/will-trees-affect-solar-panels/","/will-trees-affect-solar-panels/","will-trees-affect-solar-panels\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Will Trees Affect Solar Panels?"
"https://esteemenergy.com.au/5-kw-solar-system/","/5-kw-solar-system/","5-kw-solar-system\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","All About 5 kw Solar System Output, Cost and Roi"
"https://esteemenergy.com.au/questions-asked-to-solar-installers/","/questions-asked-to-solar-installers/","questions-asked-to-solar-installers\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Questions To Be Asked To Solar Installers"
"https://esteemenergy.com.au/8-kw-solar-panel-system/","/8-kw-solar-panel-system/","8-kw-solar-panel-system\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","8kW Solar System Price: Cost, Benefits, and Savings Potential"
"https://esteemenergy.com.au/solar-panel-in-sydney/","/solar-panel-in-sydney/","solar-panel-in-sydney\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Solar Panel In Sydney"
"https://esteemenergy.com.au/solar-panel-maintenance-guide/","/solar-panel-maintenance-guide/","solar-panel-maintenance-guide\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Solar Panel Maintenance Guide"
"https://esteemenergy.com.au/guide-maintain-solar-system/","/guide-maintain-solar-system/","guide-maintain-solar-system\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Guide To Maintain Solar System"
"https://esteemenergy.com.au/charging-an-ev-with-solar-panels/","/charging-an-ev-with-solar-panels/","charging-an-ev-with-solar-panels\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Charging an EV with Solar Panels"
"https://esteemenergy.com.au/guide-cleaning-solar-panels/","/guide-cleaning-solar-panels/","guide-cleaning-solar-panels\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","A Beginner's Guide For Cleaning Solar Panels"
"https://esteemenergy.com.au/solar-panels-faqs/","/solar-panels-faqs/","solar-panels-faqs\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Solar Panels FAQs: Sydney"
"https://esteemenergy.com.au/which-direction-best-solar-panels/","/which-direction-best-solar-panels/","which-direction-best-solar-panels\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Which Direction is Best For Solar Panels?"
"https://esteemenergy.com.au/solar-batteries/","/solar-batteries/","solar-batteries\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Solar Batteries: Is They Worth To Install?"
"https://esteemenergy.com.au/hybrid-solar-systems/","/hybrid-solar-systems/","hybrid-solar-systems\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","All About Hybrid Solar Systems"
"https://esteemenergy.com.au/solar-panels-install-spring/","/solar-panels-install-spring/","solar-panels-install-spring\index.html","post","present","present","present","duplicate local routes","none","needs HTTP crawl","Why Solar Panels Are Best To Install In Spring?"
